horizon,threshold,signals,signals_per_day,win_pct,avg_net_pct,total_net_pct,avg_prob,symbols
13,0.88,1,0.3333333333333333,100.0,0.6127765064835979,0.6127765064835979,0.8878777623176575,1
14,0.88,1,0.3333333333333333,100.0,0.5364988558352382,0.5364988558352382,0.8878777623176575,1
15,0.88,1,0.3333333333333333,100.0,2.2908848207475243,2.2908848207475243,0.8878777623176575,1
16,0.88,1,0.3333333333333333,100.0,1.7569412662090056,1.7569412662090056,0.8878777623176575,1
17,0.88,1,0.3333333333333333,100.0,1.8332189168573543,1.8332189168573543,0.8878777623176575,1
27,0.935,3,1.0,100.0,0.8189207390211286,2.456762217063386,0.9372718334197998,3
30,0.95,2,0.6666666666666666,100.0,1.2404705324223833,2.4809410648447665,0.9522677659988403,2
43,0.97,4,1.3333333333333333,100.0,2.444572535559125,9.7782901422365,0.9711173176765442,4
44,0.97,4,1.3333333333333333,100.0,2.829126468112988,11.316505872451952,0.9711173176765442,4
45,0.965,8,2.6666666666666665,100.0,3.6422204233842823,29.13776338707426,0.9690396785736084,7
46,0.97,4,1.3333333333333333,100.0,2.8082359381604807,11.232943752641923,0.9711173176765442,4
47,0.97,4,1.3333333333333333,100.0,3.0273943798952434,12.109577519580974,0.9711173176765442,4
48,0.965,10,3.3333333333333335,100.0,3.1715444199761245,31.715444199761244,0.968517005443573,9
49,0.965,10,3.3333333333333335,100.0,3.513699179685543,35.136991796855426,0.968517005443573,9
50,0.965,10,3.3333333333333335,100.0,4.283132925347628,42.83132925347628,0.968517005443573,9
51,0.965,10,3.3333333333333335,100.0,3.602590112587143,36.02590112587143,0.968517005443573,9
52,0.965,10,3.3333333333333335,100.0,3.6965854725042804,36.9658547250428,0.968517005443573,9
53,0.965,18,6.0,100.0,4.223721302792715,76.02698345026887,0.96940678358078,16
54,0.965,18,6.0,100.0,4.417770982753921,79.51987768957058,0.96940678358078,16
55,0.975,2,0.6666666666666666,100.0,12.261872907338606,24.523745814677213,0.9757385849952698,2
56,0.965,18,6.0,100.0,4.501078973566747,81.01942152420145,0.96940678358078,16
57,0.965,18,6.0,100.0,4.688766523561583,84.39779742410849,0.96940678358078,16
58,0.935,73,24.333333333333332,95.8904109589041,3.607258215165606,263.32984970708924,0.9455637335777283,42
59,0.935,73,24.333333333333332,95.8904109589041,3.6623968107554847,267.3549671851504,0.9455637335777283,42
60,0.935,73,24.333333333333332,95.8904109589041,3.5804075917778926,261.36975419978614,0.9455637335777283,42
61,0.945,34,11.333333333333334,97.05882352941177,4.212869070083447,143.2375483828372,0.9526861906051636,23
62,0.935,73,24.333333333333332,95.8904109589041,3.5864496705555964,261.8108259505585,0.9455637335777283,42
63,0.935,76,25.333333333333332,96.05263157894737,3.5682845220810644,271.1896236781609,0.9458984732627869,41
64,0.935,76,25.333333333333332,96.05263157894737,3.5813404261070123,272.18187238413293,0.9458984732627869,41
65,0.955,11,3.6666666666666665,100.0,4.250079328534408,46.750872613878485,0.9618282318115234,10
66,0.935,76,25.333333333333332,96.05263157894737,3.636196670807505,276.3509469813704,0.9458984732627869,41
67,0.955,11,3.6666666666666665,100.0,4.4636129238541695,49.09974216239586,0.9618282318115234,10
68,0.955,9,3.0,100.0,4.450936423201512,40.058427808813605,0.9625117778778076,8
69,0.955,9,3.0,100.0,4.270148683252786,38.43133814927507,0.9625117778778076,8
71,0.955,9,3.0,100.0,4.087301437065305,36.785712933587746,0.9625117778778076,8
72,0.955,9,3.0,100.0,4.346345036419763,39.117105327777864,0.9625117778778076,8
73,0.955,9,3.0,100.0,4.178470613061696,37.60623551755527,0.9618470668792725,8
76,0.955,9,3.0,100.0,4.370468555749304,39.33421700174374,0.9618470668792725,8
103,0.955,2,0.6666666666666666,100.0,2.716510697782776,5.433021395565552,0.9626362323760986,2
105,0.935,23,7.666666666666667,95.65217391304348,4.454104811894533,102.44441067357425,0.9458863735198975,18
115,0.96,7,2.3333333333333335,100.0,3.837181762506085,26.860272337542597,0.9657363295555115,4
119,0.945,7,2.3333333333333335,100.0,4.319098327642478,30.233688293497345,0.9542595744132996,4
120,0.945,7,2.3333333333333335,100.0,4.434895659157133,31.044269614099935,0.9542595744132996,4
